Global_Cluster_000077	ROC_gene160015,ROC_gene272973,ROC_gene176820,ROC_gene192278,ROC_gene225710,ROC_gene267266,ROC_gene228365,ROC_gene324705,ROC_gene145811,ROC_gene196069
Global_Cluster_000078	ROC_gene262030,ROC_gene319628,ROC_gene176825,ROC_gene225714,ROC_gene289444
Global_Cluster_000079	ROC_gene262028,ROC_gene319626,ROC_gene144196,ROC_gene225716,ROC_gene050139,ROC_gene272755,ROC_gene228358
Global_Cluster_000080	ROC_gene262026,ROC_gene319624,ROC_gene080705,ROC_gene225718,ROC_gene050141,ROC_gene272753,ROC_gene228356
Global_Cluster_000081	ROC_gene262025,ROC_gene319623,ROC_gene225719
Global_Cluster_000082	ROC_gene262023,ROC_gene319621,ROC_gene080707,ROC_gene225721,ROC_gene050143,ROC_gene272751,ROC_gene228354
Global_Cluster_000083	ROC_gene121535,ROC_gene319848,ROC_gene320998,ROC_gene144188,ROC_gene277412,ROC_gene050148,ROC_gene089121
Global_Cluster_000084	ROC_gene186749,ROC_gene319847,ROC_gene080712,ROC_gene277411,ROC_gene050147
Global_Cluster_000085	ROC_gene186745,ROC_gene319851,ROC_gene320995,ROC_gene144185,ROC_gene277415,ROC_gene050150,ROC_gene089118,ROC_gene290895
Global_Cluster_000086	ROC_gene144128,ROC_gene062012,ROC_gene320804,ROC_gene119402,ROC_gene085822,ROC_gene264327,ROC_gene290394,ROC_gene160526
Global_Cluster_000087	ROC_gene144129,ROC_gene062009,ROC_gene320805,ROC_gene119405,ROC_gene085821,ROC_gene264329,ROC_gene050182,ROC_gene290396,ROC_gene180524,ROC_gene112817
Global_Cluster_000088	ROC_gene144130,ROC_gene062007,ROC_gene320806,ROC_gene119407,ROC_gene085819,ROC_gene195549,ROC_gene050184,ROC_gene290399,ROC_gene180526,ROC_gene112815
Global_Cluster_000089	ROC_gene144131,ROC_gene062006,ROC_gene320807,ROC_gene119409,ROC_gene085818,ROC_gene195550,ROC_gene050185,ROC_gene290401,ROC_gene180527
Global_Cluster_000090	ROC_gene242526,ROC_gene062004,ROC_gene320810,ROC_gene119411,ROC_gene085816,ROC_gene195552,ROC_gene050187
Global_Cluster_000091	ROC_gene103123,ROC_gene061999,ROC_gene233643,ROC_gene321662,ROC_gene220652,ROC_gene233644,ROC_gene130679,ROC_gene310028,ROC_gene167652,ROC_gene234142,ROC_gene292780
Global_Cluster_000092	ROC_gene144143,ROC_gene061995,ROC_gene320819,ROC_gene134902,ROC_gene233652,ROC_gene050195,ROC_gene167643,ROC_gene094777
Global_Cluster_000093	ROC_gene144132,ROC_gene062005,ROC_gene320808,ROC_gene119410,ROC_gene085817,ROC_gene196090,ROC_gene050186
Global_Cluster_000094	ROC_gene144140,ROC_gene061998,ROC_gene320816,ROC_gene264730,ROC_gene184728,ROC_gene233648,ROC_gene050192,ROC_gene167646,ROC_gene094780,ROC_gene260120
Global_Cluster_000095	ROC_gene242514,ROC_gene061989,ROC_gene233658,ROC_gene134905,ROC_gene322674,ROC_gene170153,ROC_gene050198,ROC_gene167640,ROC_gene094774
Global_Cluster_000096	ROC_gene242511,ROC_gene061984,ROC_gene233663,ROC_gene134909,ROC_gene322679,ROC_gene170157,ROC_gene050204,ROC_gene167634,ROC_gene258077
Global_Cluster_000097	ROC_gene242505,ROC_gene061978,ROC_gene146570,ROC_gene091096,ROC_gene134918,ROC_gene322657,ROC_gene013926,ROC_gene223752,ROC_gene258082,ROC_gene174232
Global_Cluster_000098	ROC_gene242503,ROC_gene061976,ROC_gene146572,ROC_gene091098,ROC_gene134920,ROC_gene322686,ROC_gene013924,ROC_gene223754,ROC_gene258084,ROC_gene325662
Global_Cluster_000099	ROC_gene242497,ROC_gene061969,ROC_gene033629,ROC_gene103949,ROC_gene323899,ROC_gene223761,ROC_gene325669
Global_Cluster_000100	ROC_gene242496,ROC_gene061968,ROC_gene146580,ROC_gene185908,ROC_gene103951,ROC_gene013914,ROC_gene223762,ROC_gene325670
Global_Cluster_000101	ROC_gene242494,ROC_gene061965,ROC_gene146582,ROC_gene033626,ROC_gene103953,ROC_gene323896,ROC_gene223764,ROC_gene325672
Global_Cluster_000102	ROC_gene242493,ROC_gene061964,ROC_gene146583,ROC_gene185912,ROC_gene103954,ROC_gene299146,ROC_gene323895,ROC_gene223765,ROC_gene325673
Global_Cluster_000103	ROC_gene242492,ROC_gene061963,ROC_gene146584,ROC_gene033624,ROC_gene103955,ROC_gene299147,ROC_gene323894,ROC_gene223766,ROC_gene325674
Global_Cluster_000104	ROC_gene242484,ROC_gene061952,ROC_gene146585,ROC_gene185914,ROC_gene103956,ROC_gene175469,ROC_gene162235,ROC_gene323884,ROC_gene223767,ROC_gene325682
Global_Cluster_000105	ROC_gene242488,ROC_gene061957,ROC_gene175908,ROC_gene033617,ROC_gene103959,ROC_gene175472,ROC_gene323887,ROC_gene223770,ROC_gene325678
Global_Cluster_000106	ROC_gene242485,ROC_gene061953,ROC_gene191785,ROC_gene033615,ROC_gene103962,ROC_gene175470,ROC_gene162233,ROC_gene323885,ROC_gene223773,ROC_gene059025,ROC_gene325681
Global_Cluster_000107	ROC_gene242483,ROC_gene186344,ROC_gene191783,ROC_gene033612,ROC_gene103964,ROC_gene180182,ROC_gene162236,ROC_gene013896,ROC_gene223775,ROC_gene325683
Global_Cluster_000108	ROC_gene242482,ROC_gene186343,ROC_gene191782,ROC_gene033611,ROC_gene103966,ROC_gene180181,ROC_gene162238,ROC_gene323881,ROC_gene223777,ROC_gene325685
Global_Cluster_000109	ROC_gene242481,ROC_gene186342,ROC_gene191781,ROC_gene033610,ROC_gene103967,ROC_gene180180,ROC_gene162239,ROC_gene013894,ROC_gene223778,ROC_gene325686
Global_Cluster_000110	ROC_gene242478,ROC_gene186341,ROC_gene185006,ROC_gene033609,ROC_gene103969,ROC_gene180179,ROC_gene162241,ROC_gene013892,ROC_gene223779,ROC_gene325687
Global_Cluster_000111	ROC_gene242475,ROC_gene186335,ROC_gene185003,ROC_gene033606,ROC_gene103973,ROC_gene180174,ROC_gene323876,ROC_gene223783,ROC_gene122338,ROC_gene325691
Global_Cluster_000112	ROC_gene242464,ROC_gene118611,ROC_gene188004,ROC_gene321312,ROC_gene274147,ROC_gene322556,ROC_gene150145,ROC_gene013877,ROC_gene132681,ROC_gene292604,ROC_gene144933
Global_Cluster_000113	ROC_gene242463,ROC_gene118610,ROC_gene321313,ROC_gene274148,ROC_gene322555,ROC_gene150144,ROC_gene013876,ROC_gene132682,ROC_gene292603,ROC_gene275714
Global_Cluster_000114	ROC_gene242459,ROC_gene118607,ROC_gene188009,ROC_gene321316,ROC_gene274150,ROC_gene322552,ROC_gene150141,ROC_gene013874,ROC_gene132685,ROC_gene144937
Global_Cluster_000115	ROC_gene242458,ROC_gene118605,ROC_gene088815,ROC_gene321318,ROC_gene274154,ROC_gene322550,ROC_gene150139,ROC_gene013872,ROC_gene132687,ROC_gene275709
Global_Cluster_000116	ROC_gene242457,ROC_gene118604,ROC_gene088816,ROC_gene321319,ROC_gene274155,ROC_gene322549,ROC_gene150138,ROC_gene013871,ROC_gene132688,ROC_gene275708
Global_Cluster_000117	ROC_gene242455,ROC_gene118603,ROC_gene088818,ROC_gene321320,ROC_gene274156,ROC_gene322548,ROC_gene150137,ROC_gene013870,ROC_gene132690,ROC_gene144941
Global_Cluster_000118	ROC_gene242452,ROC_gene118599,ROC_gene088821,ROC_gene321324,ROC_gene274160,ROC_gene322544,ROC_gene013866,ROC_gene132693,ROC_gene275703
Global_Cluster_000119	ROC_gene242451,ROC_gene118598,ROC_gene088822,ROC_gene321325,ROC_gene274161,ROC_gene322543,ROC_gene013864,ROC_gene132694,ROC_gene275702
Global_Cluster_000120	ROC_gene242450,ROC_gene118596,ROC_gene088823,ROC_gene274162,ROC_gene150135,ROC_gene013862
Global_Cluster_000121	ROC_gene242449,ROC_gene118595,ROC_gene088824,ROC_gene321326,ROC_gene274163,ROC_gene322542,ROC_gene150134,ROC_gene013861,ROC_gene132695,ROC_gene144945
Global_Cluster_000122	ROC_gene242448,ROC_gene118593,ROC_gene274164,ROC_gene150133,ROC_gene013859,ROC_gene279491
Global_Cluster_000123	ROC_gene242447,ROC_gene118592,ROC_gene088826,ROC_gene321327,ROC_gene322541,ROC_gene150132,ROC_gene013858,ROC_gene132696,ROC_gene279494,ROC_gene275700
Global_Cluster_000124	ROC_gene242445,ROC_gene118591,ROC_gene088828,ROC_gene321331,ROC_gene157754,ROC_gene322537,ROC_gene150131,ROC_gene013857,ROC_gene132699,ROC_gene275697
Global_Cluster_000125	ROC_gene242438,ROC_gene118585,ROC_gene088836,ROC_gene321336,ROC_gene157760,ROC_gene290009,ROC_gene013851,ROC_gene132705,ROC_gene270798,ROC_gene326026
Global_Cluster_000126	ROC_gene273822,ROC_gene180215,ROC_gene088847,ROC_gene229557,ROC_gene157770,ROC_gene289999,ROC_gene025272,ROC_gene013841,ROC_gene326016
Global_Cluster_000127	ROC_gene273821,ROC_gene180216,ROC_gene088848,ROC_gene229558,ROC_gene289998,ROC_gene025271,ROC_gene288759,ROC_gene326015
Global_Cluster_000128	ROC_gene273819,ROC_gene180219,ROC_gene088850,ROC_gene229561,ROC_gene025268,ROC_gene288763
Global_Cluster_000129	ROC_gene318687,ROC_gene319536,ROC_gene088851,ROC_gene229562,ROC_gene070293,ROC_gene298111,ROC_gene025267,ROC_gene153772,ROC_gene115215,ROC_gene188984,ROC_gene081113
Global_Cluster_000130	ROC_gene273815,ROC_gene180222,ROC_gene070284,ROC_gene200390,ROC_gene201127
Global_Cluster_000131	ROC_gene273808,ROC_gene319534,ROC_gene088856,ROC_gene256376,ROC_gene070291,ROC_gene298108,ROC_gene153770,ROC_gene258210,ROC_gene188982,ROC_gene081110
Global_Cluster_000132	ROC_gene318686,ROC_gene319535,ROC_gene088857,ROC_gene256378,ROC_gene298110,ROC_gene153771,ROC_gene188983,ROC_gene081112
Global_Cluster_000133	ROC_gene273801,ROC_gene319543,ROC_gene281301,ROC_gene256386,ROC_gene070297,ROC_gene298120,ROC_gene153779,ROC_gene081118
Global_Cluster_000134	ROC_gene273799,ROC_gene319546,ROC_gene281304,ROC_gene224895,ROC_gene070299,ROC_gene298123,ROC_gene153782,ROC_gene081121
Global_Cluster_000135	ROC_gene273795,ROC_gene319549,ROC_gene281308,ROC_gene224900,ROC_gene070304,ROC_gene177600,ROC_gene129780,ROC_gene153785
Global_Cluster_000136	ROC_gene318701,ROC_gene117304,ROC_gene281310,ROC_gene177602,ROC_gene092828,ROC_gene325189,ROC_gene081127
Global_Cluster_000137	ROC_gene257067,ROC_gene319472,ROC_gene107088,ROC_gene270161,ROC_gene159617,ROC_gene034062,ROC_gene065975,ROC_gene257070,ROC_gene325355,ROC_gene056244
Global_Cluster_000138	ROC_gene257066,ROC_gene319473,ROC_gene107089,ROC_gene270162,ROC_gene159616,ROC_gene034061,ROC_gene065974,ROC_gene257069,ROC_gene288805,ROC_gene056243
Global_Cluster_000139	ROC_gene257065,ROC_gene319474,ROC_gene107091,ROC_gene270163,ROC_gene132461,ROC_gene034060,ROC_gene065973,ROC_gene257068,ROC_gene325353,ROC_gene056242
Global_Cluster_000140	ROC_gene059270,ROC_gene319617,ROC_gene107093,ROC_gene285903,ROC_gene159613,ROC_gene034056,ROC_gene065969,ROC_gene012224,ROC_gene325350,ROC_gene056239
Global_Cluster_000141	ROC_gene059269,ROC_gene319616,ROC_gene107094,ROC_gene285904,ROC_gene159611,ROC_gene034055,ROC_gene065968,ROC_gene012223,ROC_gene325348,ROC_gene056237
Global_Cluster_000142	ROC_gene059268,ROC_gene319615,ROC_gene107096,ROC_gene285906,ROC_gene130553,ROC_gene034054,ROC_gene065966,ROC_gene135024,ROC_gene325346,ROC_gene056235
Global_Cluster_000143	ROC_gene059262,ROC_gene319599,ROC_gene125402,ROC_gene285909,ROC_gene175545,ROC_gene034049,ROC_gene065963,ROC_gene135028,ROC_gene004198,ROC_gene325343,ROC_gene056232
Global_Cluster_000144	ROC_gene059260,ROC_gene135591,ROC_gene172497,ROC_gene130544,ROC_gene034048,ROC_gene012217,ROC_gene056231
Global_Cluster_000145	ROC_gene059259,ROC_gene135590,ROC_gene297621,ROC_gene164358,ROC_gene034047,ROC_gene012215,ROC_gene199636,ROC_gene056230
Global_Cluster_000146	ROC_gene059258,ROC_gene319607,ROC_gene172495,ROC_gene034046,ROC_gene012214,ROC_gene056229
Global_Cluster_000147	ROC_gene059256,ROC_gene319606,ROC_gene172493,ROC_gene130542,ROC_gene034045,ROC_gene266128,ROC_gene012213,ROC_gene199637,ROC_gene056228
Global_Cluster_000148	ROC_gene059254,ROC_gene135586,ROC_gene130540,ROC_gene266130,ROC_gene056226
Global_Cluster_000149	ROC_gene059253,ROC_gene319604,ROC_gene130539,ROC_gene034043,ROC_gene266131,ROC_gene012211,ROC_gene266133,ROC_gene056225
Global_Cluster_000150	ROC_gene059252,ROC_gene135584,ROC_gene130538,ROC_gene034042,ROC_gene266132,ROC_gene012210,ROC_gene266134,ROC_gene056224
Global_Cluster_000151	ROC_gene059250,ROC_gene135582,ROC_gene175549,ROC_gene012209,ROC_gene056222
Global_Cluster_000152	ROC_gene059248,ROC_gene135581,ROC_gene125405,ROC_gene190590,ROC_gene012208,ROC_gene056220
Global_Cluster_000153	ROC_gene059246,ROC_gene319598,ROC_gene140596,ROC_gene255052,ROC_gene190588,ROC_gene012205,ROC_gene056218
Global_Cluster_000154	ROC_gene059245,ROC_gene135577,ROC_gene140597,ROC_gene194748,ROC_gene190587,ROC_gene270286,ROC_gene115627,ROC_gene324695,ROC_gene056217
Global_Cluster_000155	ROC_gene059244,ROC_gene319591,ROC_gene140598,ROC_gene190586,ROC_gene012203,ROC_gene324696,ROC_gene056216
Global_Cluster_000156	ROC_gene059242,ROC_gene135574,ROC_gene140600,ROC_gene174717,ROC_gene270283,ROC_gene012196,ROC_gene324698,ROC_gene056213
Global_Cluster_000157	ROC_gene059237,ROC_gene319583,ROC_gene140602,ROC_gene041322,ROC_gene012190,ROC_gene324699,ROC_gene056212
Global_Cluster_000158	ROC_gene059236,ROC_gene319582,ROC_gene140606,ROC_gene041324,ROC_gene012189,ROC_gene324701,ROC_gene056211
